,harga,longitude,latitude,kecamatan,luas_tanah,luas_bangunan,kamar_tidur,kamar_mandi,jumlah_lantai,garasi,carport,kode_pos,taman,pagar,keamanan 24 jam,lat_long,jarak_simpanglima,jarak_bandara,jarak_stasiun
134,275000000,110.42865,-7.08514,"Banyumanik, Semarang",70,36.0,2,1,1,1,1,50266,yes,no,no,"-7.08514,110.42865",10.52166459335968,12.96234273217946,12.51767049339646
135,275000000,110.47,-6.96369,"Genuk, Semarang",77,50.0,2,1,1,0,0,50115,no,no,no,"-6.96369,110.47",5.970068367563139,10.24910814431376,6.182389554516221
136,275000000,110.47,-6.96369,"Genuk, Semarang",77,50.0,2,1,1,0,0,50115,no,no,no,"-6.96369,110.47",5.970068367563139,10.24910814431376,6.182389554516221
137,275000000,110.47,-6.96369,"Genuk, Semarang",77,50.0,2,1,1,0,0,50115,no,no,no,"-6.96369,110.47",5.970068367563139,10.24910814431376,6.182389554516221
138,275000000,110.30158,-7.00234,"Ngaliyan, Semarang",65,65.0,2,1,1,1,1,50185,no,no,no,"-7.00234,110.30158",13.47495794397374,8.883079355300815,12.93009738658957
139,275000000,110.30158,-7.00234,"Ngaliyan, Semarang",124,50.0,0,1,1,0,1,50185,yes,no,no,"-7.00234,110.30158",13.47495794397374,8.883079355300815,12.93009738658957
140,275000000,110.47585,-7.0089,"Pedurungan, Semarang",96,50.0,2,1,1,0,0,50193,no,no,no,"-7.0089,110.47585",6.204417785257691,11.24330357807216,7.838708512685186
141,275000000,110.43616,-6.98345,"Semarang Timur, Semarang",100,60.0,2,1,1,0,1,50125,no,yes,no,"-6.98345,110.43616",1.641033943663481,6.383578825933538,2.637830349374146
142,275000000,110.43616,-6.98345,"Semarang Timur, Semarang",60,52.0,2,1,1,0,1,50125,no,no,no,"-6.98345,110.43616",1.641033943663481,6.383578825933538,2.637830349374146
143,275000000,110.46427,-7.06513,"Tembalang, Semarang",72,72.0,2,1,1,0,1,50277,yes,no,yes,"-7.06513,110.46427",9.465292506239196,13.42038372451164,11.5818152532134
144,280000000,110.4293349,-7.0847575,"Banyumanik, Semarang",66,36.0,2,1,1,0,0,50266,no,no,no,"-7.0847575,110.4293349",10.48428405955959,12.95669767282153,12.48519577461506
